288,-353,-14001,0
560,-865,-15105,0
552,-833,5024,0
288,-353,-13969,0
288,-873,-28449,0
288,-353,-14001,0
288,-873,-15105,0
288,-369,-14257,0
288,-369,-14257,0
288,-889,-27681,0
288,-873,5024,0
288,-369,-14977,0
304,-889,4991,0
288,-889,-30337,0
304,-873,4735,0
804,-993,-14097,0
804,-2001,5119,0
560,3208,9279,0
804,-1777,9791,0
312,-385,-14001,0
548,-1617,9407,0
816,-993,-15105,0
304,-865,-30401,0
812,-993,-30337,0
804,-1777,9791,0
812,-993,-28065,0
304,-2033,4863,0
784,-993,-14097,0
804,-2033,9279,0
288,-889,5024,0
800,-993,-30209,0
808,-1777,18558,0
804,-993,-29953,0
804,-2033,8192,0
304,-953,-27745,0
804,-993,-28449,0
288,-889,-27873,0
800,-2033,9279,0
288,3208,-28513,0
800,-993,-27937,0
556,3272,4735,0
304,-889,-30337,0
808,-1745,8383,0
560,-825,-13873,0
796,-993,-30465,0
796,-993,-13617,0
288,-873,-28449,0
804,-1777,9919,0
548,-825,-30209,0
288,-889,-28449,0
812,-2033,4863,0
804,-961,-30337,0
304,-961,4864,0
288,-889,-30593,0
288,-369,-14225,0
288,-353,-14289,0
808,-993,-14097,0
288,-873,-13841,0
812,-993,-30337,0
288,-857,-28065,0
288,3488,4863,0
804,-993,5024,0
304,-961,-28129,0
800,-993,-30337,0
800,-993,-28129,0
812,-2033,5119,0
288,-889,-30209,0
312,-2033,9279,0
808,-961,-27681,0
816,-993,4991,0
312,-625,-14097,0
804,6160,8446,0
804,-1777,10303,0
816,-2033,5119,0
288,-369,-14257,0
804,-2033,8192,0
800,-993,-28513,0
288,-873,4096,0
812,-2033,9216,0
812,3080,9791,0
800,3080,-30209,0
812,-993,-28385,0
800,-2001,-30209,0
288,-889,-28065,0
804,-1017,-30465,0
288,-369,-14001,0
804,-1745,9791,0
304,-929,4735,0
560,-1905,5119,0
800,-2033,4351,0
288,-873,-30081,0
304,-2033,9791,0
804,-993,-30593,0
304,-381,-14001,0
804,-1017,-27681,0
792,-2033,9791,0
288,-873,-28449,0
800,6160,19582,0
288,-369,-14065,0
304,-953,-14097,0
304,-961,2432,0
796,-993,-28449,0
804,-1777,9919,0
288,-889,-28513,0
288,-369,-14065,0
304,-1777,9279,0
808,-1777,9791,0
288,-889,-27681,0
288,-353,1024,0
288,-369,-14257,0
804,-993,-30209,0
288,-873,-14129,0
800,-1017,-28193,0
804,6160,18558,0
800,3080,-27681,0
800,-1489,9279,0
800,-993,-13617,0
800,3080,-27745,0
288,3200,-30465,0
812,-1777,8767,0
808,-993,-30337,0
544,-793,-30337,0
288,-889,-28513,0
800,-1745,9279,0
804,-993,-28129,0
804,-2001,9791,0
800,-2001,-30209,0
820,-993,-30337,0
556,-777,-15105,0
804,-993,-30593,0
304,-2001,18558,0
804,-993,-27681,0
808,6416,19582,0
548,-777,-27745,0
304,-889,-27681,0
288,-889,-13937,0
804,-961,-30465,0
544,-777,-27681,0
304,-953,-28129,0
812,-1777,5119,0
304,-1745,4863,0
304,-929,-30337,0
288,-873,-28449,0
800,-1937,4863,0
804,-2033,8192,0
808,-993,-30465,0
804,-993,-14129,0
288,-889,-30209,0
548,-1841,4607,0
304,-353,-14033,0
804,-1937,4863,0
800,-961,-27937,0
808,6416,17660,0
288,-369,-13969,0
800,-961,-13937,0
312,-993,-30209,0
800,-2033,9982,0
288,-369,-14033,0
800,-2001,9791,0
804,-961,4256,0
800,-961,-27681,0
560,3272,-27873,0
556,-833,-13841,0
288,-369,-13937,0
804,3080,-30209,0
800,-993,-13841,0
804,3080,-30209,0
288,-889,-15105,0
316,-1777,4863,0
816,-2001,5119,0
800,-993,-13841,0
792,-2001,-29953,0
288,-889,-13873,0
304,-921,-27681,0
804,3080,-27681,0
800,-993,-27681,0
288,3208,-28449,0
560,-865,-30401,0
304,-921,-30209,0
812,-961,-13937,0
288,-369,-14257,0
552,-1617,4863,0
288,-369,-14065,0
804,-993,-14129,0
304,-953,-13841,0
800,-1777,9791,0
556,-833,-27745,0
552,-825,4864,0
800,-993,-27489,0
796,-1777,5375,0
816,-1017,5119,0
288,-889,-30593,0
800,-993,-30081,0
816,-993,-30209,0
804,-1777,9791,0
304,-381,-15233,0
552,-825,-30209,0
304,-381,-14001,0
548,-801,4991,0
288,-889,-13585,0
804,-993,-15105,0
804,-1777,9919,0
804,-1017,-27681,0
800,-2033,9728,0
548,-777,-30209,0
304,3208,-27681,0
556,-793,-13937,0
312,-953,4991,0
304,-961,-30209,0
800,-993,-27745,0
812,-961,-28129,0
800,-2001,4351,0
316,-449,-15297,0
288,-889,-30337,0
804,-2033,8192,0
804,6160,9982,0
288,-369,-14257,0
808,-961,-30593,0
804,-1777,9791,0
800,-961,4223,0
288,-873,-28513,0
796,-1745,9407,0
288,-369,-15233,0
288,-873,-27681,0
288,-873,-15105,0
804,-2033,9279,0
800,-2001,5119,0
804,-1777,5119,0
804,-961,-30337,0
804,-993,-27937,0
304,-889,4991,0
808,3080,-27745,0
812,-1017,-30209,0
304,-873,-30209,0
812,-993,-27873,0
312,-889,4768,0
768,-961,-30209,0
304,1668,2448,0
800,-2033,9791,0
288,-369,-14001,0
552,-801,-30401,0
800,-2033,9728,0
304,-353,-14257,0
288,-873,-13873,0
812,-961,-27681,0
800,-1777,9407,0
808,-1745,9791,0
288,-369,2048,0
804,-1777,9407,0
312,-381,-15329,0
800,-993,-30209,0
304,-2033,9791,0
288,-1777,4863,0
804,-1017,-30273,0
816,-2033,9982,0
288,-369,-14257,0
288,-369,-13969,0
288,-873,-30465,0
804,3080,4991,0
304,-889,-28129,0
288,-873,-27937,0
804,-993,-27937,0
800,-2001,4223,0
288,-889,-30337,0
800,6416,20606,0
304,-353,-27745,0
288,-873,-30465,0
544,-825,-30337,0
808,-993,5119,0
804,-993,-30337,0
804,-1017,-28001,0
288,-889,-14193,0
288,-873,-30209,0
804,-2001,8446,0
288,-369,-15233,0
288,-889,-14193,0
288,-369,-14225,0
288,-369,-14257,0
808,-961,-27681,0
812,6160,9470,0
800,3080,-28257,0
288,1668,-30337,0
288,-873,-30465,0
804,-2033,-30465,0
800,-1777,5119,0
304,-889,-27809,0
288,-369,-14001,0
800,-993,-13873,0
556,-825,-27681,0
812,-2001,9791,0
304,3144,-30209,0
552,-825,-28193,0
800,-993,-28001,0
800,-2033,9728,0
288,-889,2176,0
808,-2001,9216,0
800,-993,-14097,0
548,-793,-30209,0
800,3080,-28513,0
800,-993,-13873,0
560,-793,-27681,0
304,-889,-27873,0
288,-369,-15233,0
288,-873,-30337,0
304,3080,-30209,0
304,-369,-14321,0
812,-705,4864,0
288,-889,-27681,0
800,-993,-27745,0
304,-889,-28001,0
288,-369,2304,0
304,-385,-15233,0
796,-1745,10303,0
288,-889,-29953,0
288,-889,-27745,0
312,3144,4991,0
552,-865,-30337,0
804,-1777,5119,0
800,6416,19582,0
804,-993,-30593,0
304,-385,-14193,0
556,-801,-30337,0
804,6160,19582,0
304,-381,-15297,0
304,-369,2448,0
804,-993,-13873,0
304,-873,-30209,0
808,3080,-27745,0
804,-2033,4479,0
288,-889,-28513,0
800,-1777,8383,0
796,-1777,8383,0
808,-1017,-30209,0
800,-961,-27681,0
288,-353,2560,0
804,-1777,10303,0
804,-961,9407,0
304,-873,-30209,0
804,-961,-27873,0
288,-873,-13841,0
288,1668,-30401,0
544,-2129,9791,0
288,1668,4896,0
304,-381,-13969,0
288,-889,-27745,0
288,-873,-30593,0
552,3304,4991,0
796,-1985,9791,0
804,-1745,8383,0
304,-929,-14065,0
304,-889,-30337,0
796,-961,-27745,0
804,-993,-30593,0
288,3208,4223,0
804,-961,-30337,0
288,-889,-14129,0
796,-2033,-30465,0
800,-1777,8255,0
288,-889,-13873,0
288,3208,4735,0
804,-993,-30593,0
800,-993,2432,0
304,-381,-14001,0
288,-873,-30209,0
312,-369,-15233,0
560,-865,-30209,0
304,-385,-14001,0
804,-1777,8255,0
812,-2033,5119,0
304,-873,-30209,0
804,-2033,8255,0
804,-961,-30337,0
288,-889,-30209,0
800,-1777,8255,0
804,-993,-14097,0
556,3272,4479,0
804,3080,5024,0
288,-353,2048,0
544,-793,-30209,0
812,-1777,5119,0
304,-993,-30209,0
804,-1745,9791,0
304,1668,-30337,0
812,6416,8958,0
304,-369,-15233,0
312,3144,4991,0
804,-2033,9728,0
560,-833,-27873,0
304,-905,4991,0
552,-793,5119,0
808,-993,-15105,0
288,-889,-30593,0
288,-369,-14257,0
304,-1713,8895,0
812,-1745,9919,0
552,3304,-28001,0
304,-1745,5119,0
288,-889,-13841,0
804,-961,-30209,0
256,-1745,8767,0
288,-889,2176,0
804,-2033,9982,0
312,-953,9919,0
304,-381,-13873,0
548,-801,-27745,0
304,-953,-30337,0
288,-369,2304,0
288,-873,-27681,0
792,-993,-14129,0
288,3208,-30465,0
560,-833,4735,0
316,-993,-30209,0
288,-873,-30401,0
312,-1777,5119,0
808,-1017,5119,0
288,-381,-14001,0
552,-801,-14129,0
808,-993,-30209,0
556,-825,-30209,0
288,-369,-15297,0
800,-1017,2432,0
548,-801,-27809,0
288,-889,-30209,0
804,-1777,8383,0
1792,-1985,4223,0
304,-353,-15297,0
800,-1745,9279,0
800,-993,-27681,0
288,-369,2048,0
804,-1777,8383,0
796,-961,-14129,0
304,-889,-27809,0
552,-825,-27745,0
812,-993,-27937,0
800,-2033,4351,0
804,-993,-30465,0
808,-3297,9982,0
288,-369,-13809,0
304,-2001,9982,0
804,6416,9982,0
288,-873,-28577,0
304,-369,-13937,0
312,3208,4384,0
560,3208,-27681,0
804,6416,8446,0
804,-961,-28001,0
804,-1745,9919,0
816,-993,-27745,0
800,6160,19582,0
820,-1017,-28129,0
304,-953,-30465,0
804,-961,2432,0
800,-961,-28129,0
800,-1777,8383,0
800,-993,-13873,0
304,3208,5119,0
548,-825,-27873,0
800,-2033,8446,0
800,-1777,9279,0
552,-793,-15105,0
304,-929,4768,0
800,-2033,9279,0
804,-2001,4351,0
800,-993,-30593,0
800,3080,9279,0
304,-369,-14001,0
796,-993,-14097,0
800,-993,-30081,0
804,-993,-27681,0
304,-369,-13969,0
804,-2001,9791,0
312,-2545,9982,0
800,-2033,4991,0
304,-353,-14001,0
544,3272,4223,0
804,-2033,4863,0
288,1668,-28129,0
304,-953,-13937,0
552,-865,-13873,0
288,3208,4256,0
304,-353,-14065,0
556,-257,-15233,0
816,-1017,-27745,0
816,-993,-30209,0
288,-353,-14001,0
312,-381,-15329,0
804,-2001,10494,0
800,-2001,9728,0
552,-825,-13841,0
288,3208,-30209,0
804,-2033,9279,0
288,-889,-30337,0
800,6160,5119,0
548,-801,-13873,0
304,-2033,9791,0
288,-873,-14129,0
800,-1777,9279,0
288,1668,-14193,0
804,-2001,8192,0
552,-777,-28129,0
288,-369,-13937,0
288,-353,-14001,0
544,-793,-30337,0
804,-993,-14129,0
288,-889,-13873,0
304,-905,4863,0
808,3080,-28001,0
304,-381,2304,0
548,-257,-7033,0
544,-825,-13937,0
804,-2001,-27681,0
288,-889,-30593,0
304,-385,2304,0
304,-961,-30337,0
304,-381,-30273,0
288,-353,-14225,0
804,6416,9982,0
304,-1745,5119,0
288,-353,-14257,0
808,-1017,-30209,0
288,-873,-30209,0
316,-1745,9407,0
288,-889,-30209,0
556,-777,4991,0
288,-369,-15233,0
288,3208,4223,0
804,-1017,-30337,0
800,-2033,5119,0
304,-369,-13969,0
804,-2001,-13873,0
288,3208,4991,0
304,-1745,9791,0
800,6160,16510,0
800,3080,-29953,0
804,-2001,9279,0
792,-1777,9791,0
804,-993,-28513,0
288,3208,-30209,0
304,-385,-14129,0
800,-961,2432,0
304,-889,-30209,0
800,-993,2432,0
304,-381,-13937,0
304,-1745,9279,0
304,-369,-14001,0
812,-961,-27681,0
304,-873,4863,0
800,-2033,8192,0
288,-369,-13809,0
288,-873,-27937,0
804,-993,-13617,0
552,-833,-27681,0
288,-889,-30209,0
804,-993,-28449,0
804,-993,-28001,0
800,6416,19582,0
796,-2033,5375,0
288,-889,-14193,0
800,-993,-14129,0
800,-2033,8255,0
800,-993,-30337,0
288,-369,-14001,0
804,-2033,9791,0
304,-961,5119,0
556,-825,-28129,0
288,-353,-14001,0
804,-2033,9791,0
804,-1777,9919,0
548,6544,19582,0
812,-1017,-30209,0
804,-2001,9791,0
288,-369,2304,0
804,-961,-27937,0
548,-1617,5119,0
564,6288,19582,0
808,-1017,-15105,0
288,-889,-14129,0
316,-961,-30209,0
808,-993,-30337,0
816,6160,8446,0
288,-381,-15297,0
812,-1017,-28001,0
816,-2033,9982,0
556,-833,4351,0
304,-381,-14001,0
800,-1777,9407,0
288,-889,-27681,0
804,-1777,4351,0
288,3208,-28513,0
796,-2033,8255,0
800,-993,-27489,0
800,3080,-30465,0
804,-961,-30209,0
800,-993,-13585,0
804,-993,-13873,0
792,-993,-30657,0
304,1668,-13937,0
304,-921,-30209,0
804,-993,-14129,0
304,-2001,8767,0
288,-889,-30209,0
804,-993,-30337,0
816,-2033,9728,0
304,-889,-27873,0
304,-381,-14001,0
304,-889,4863,0
816,-1017,-30465,0
304,-1745,9791,0
304,-953,5119,0
808,-993,-27809,0
800,-1017,5119,0
544,-801,-30337,0
804,-1745,8255,0
288,3208,-28449,0
804,-993,-27681,0
816,-1777,5119,0
804,-2001,5119,0
812,6160,19582,0
288,1668,-28129,0
288,-353,-15233,0
816,-1777,5119,0
288,-889,-30465,0
804,-2033,-30465,0
304,-369,-14225,0
816,-993,-13873,0
800,-2001,10303,0
288,-873,-14129,0
552,-777,4735,0
800,-1777,4863,0
288,-889,-13873,0
318,-953,-28129,0
800,-993,-30273,0
800,-1777,9791,0
304,-929,-15105,0
304,-369,-15233,0
796,-993,-27681,0
800,-993,-27745,0
804,-2033,5119,0
304,-381,-30273,0
552,-257,-14065,0
796,-1777,8255,0
288,-369,-14001,0
804,-1777,9279,0
304,-1777,5119,0
304,-385,-15233,0
804,6416,18558,0
820,3080,-27745,0
812,-993,-30209,0
288,-889,-27681,0
804,-1777,9791,0
804,-961,4864,0
288,3208,4991,0
304,-369,-15297,0
804,-897,-30081,0
804,-2033,8255,0
784,-897,-27745,0
816,3080,8768,0
288,-889,-14129,0
796,-2033,-28449,0
800,-993,-13873,0
288,-353,-13969,0
560,6544,9982,0
288,-369,-30657,0
804,-993,-30593,0
288,-369,-15297,0
804,-1777,9919,0
564,-257,-15329,0
800,-993,4256,0
288,-873,-28577,0
288,-353,-14065,0
792,-1777,10431,0
304,3144,9791,0
804,-961,4608,0
288,-369,-14001,0
800,-2033,4351,0
304,-889,4991,0
304,-369,-15233,0
552,-889,-14065,0
548,-801,-27809,0
800,-2033,5119,0
312,-905,-14065,0
304,-929,-27745,0
556,-825,-30337,0
800,6160,4351,0
792,-1777,4351,0
796,-1745,8255,0
804,-993,-13873,0
800,-993,-30209,0
304,-953,4991,0
812,-993,-27937,0
304,-921,-30209,0
804,-2001,8255,0
304,-929,-28385,0
288,-889,-13937,0
800,-961,-30593,0
804,-2033,-30209,0
804,-2033,9791,0
804,-1745,9791,0
808,-961,-30401,0
800,3080,-30209,0
304,-889,-28001,0
804,-2001,5119,0
304,-889,-27873,0
288,3208,-28513,0
800,-2033,4351,0
804,-1745,5375,0
804,-1017,5024,0
800,-1745,9791,0
812,3080,9407,0
800,-961,-28577,0
312,-889,8895,0
288,-889,-27745,0
812,-2033,9791,0
796,-2001,-29953,0
804,-993,5024,0
808,3080,4991,0
804,-1777,9279,0
548,3304,-28449,0
304,-381,-14001,0
304,1668,-30401,0
304,1668,-30401,0
808,3080,4384,0
804,-961,-30337,0
800,-1777,9919,0
288,1668,-13937,0
288,-889,-28449,0
804,3080,-28001,0
796,-1777,9279,0
804,-1745,4351,0
312,-369,-15329,0
304,-873,-30209,0
804,-2033,10303,0
304,-1745,5119,0
556,-257,-30273,0
304,-369,-15297,0
288,-369,-13969,0
288,-889,-15105,0
804,-1017,5119,0
800,-2033,8446,0
804,-2033,5119,0
304,-993,-30337,0
816,-993,-27681,0
800,-2033,-30209,0
288,-889,-28449,0
312,-873,4991,0
288,-369,-14321,0
812,-1017,-27809,0
800,-961,-14129,0
288,-889,-14193,0
288,-889,4608,0
800,-993,-13937,0
812,-2033,10240,0
804,-2001,5119,0
800,-2001,9919,0
288,-889,-30529,0
548,-777,-30209,0
804,-2033,4863,0
564,-1649,4863,0
288,-889,-26977,0
800,-1745,5119,0
804,-993,-28129,0
288,-889,-30529,0
552,-793,-15105,0
304,-353,2304,0
304,-889,5024,0
288,-353,-14065,0
288,-889,-30337,0
288,-369,-14065,0
288,-369,-14321,0
548,3304,-28193,0
804,6160,19582,0
304,-929,-30209,0
548,-793,-30337,0
556,-1873,9728,0
800,6160,4351,0
312,-2033,5119,0
288,-889,-30337,0
800,-961,-30465,0
304,1668,-30337,0
288,-929,-28001,0
288,3208,-27745,0
304,-1777,9791,0
812,-993,-27681,0
304,-953,-30465,0
800,-993,-30209,0
804,-961,-30337,0
804,-961,-28001,0
804,-993,-27745,0
800,-993,-27745,0
304,-369,-14001,0
784,-1777,9919,0
548,-801,4768,0
288,-369,2304,0
304,-381,2448,0
560,-1617,5119,0
800,-2033,8255,0
804,6416,9470,0
804,-2033,-30209,0
800,-961,-27745,0
288,-889,-13873,0
808,-1745,4351,0
800,-993,-14129,0
288,-873,-15105,0
804,-2001,9728,0
552,-793,5024,0
316,-953,-27873,0
804,-2033,-13841,0
808,-1017,-27745,0
556,-793,-30209,0
796,-1777,8255,0
808,-2033,9982,0
304,-921,-30337,0
792,-1777,10303,0
800,-1777,10303,0
796,-2001,9279,0
304,-865,-27873,0
288,-889,-15105,0
804,-993,-30593,0
804,-1777,9919,0
288,-889,-14129,0
304,-369,-15201,0
304,-889,-30337,0
304,3144,9792,0
800,-1017,-30593,0
304,-889,4991,0
796,-2001,5119,0
548,3304,-27745,0
304,-953,-30337,0
800,-993,-27937,0
304,-369,-15297,0
784,6160,9982,0
812,-2033,8767,0
800,-961,-30337,0
288,-841,-27617,0
288,-353,-15297,0
304,-381,2448,0
288,-369,2304,0
548,-257,-14257,0
548,-793,-30337,0
288,-353,-14225,0
804,-993,-27937,0
800,-1777,8255,0
304,-381,-14321,0
304,-921,-30337,0
816,-2033,5119,0
288,-889,-13841,0
800,-2033,9216,0
564,-1617,5119,0
288,-873,-30273,0
800,-993,-30401,0
288,-873,-30209,0
288,-369,-15233,0
288,-369,-14225,0
288,-353,-13969,0
304,-1745,9279,0
304,-889,-30209,0
288,-905,-27873,0
800,-2033,9216,0
288,-369,-14001,0
804,-1017,-27681,0
288,-889,5280,0
808,-993,-30337,0
796,-1937,9407,0
804,-2001,9279,0
304,-385,-30273,0
800,-1017,-27937,0
808,-1017,-30209,0
304,-369,2304,0
812,-1017,4864,0
548,-257,-13937,0
804,-993,-14193,0
304,3144,4223,0
288,-841,4096,0
800,-2001,9279,0
800,-2001,-29953,0
304,-1745,5119,0
560,-825,4991,0
552,-793,-13873,0
804,-1017,-13873,0
304,-369,-15233,0
804,-2033,9279,0
564,-1649,9791,0
796,-2001,8192,0
768,-1969,9791,0
288,-873,2176,0
288,-353,-15233,0
804,-2033,9728,0
800,-993,-13681,0
804,-961,-30593,0
808,6416,16510,0
804,-961,2432,0
808,-1017,-30209,0
288,-889,-27937,0
800,6416,9982,0
288,-889,-30465,0
800,-2033,9791,0
560,-833,-30209,0
304,-889,-30209,0
792,-1777,5375,0
796,-1777,8383,0
804,-2001,-13841,0
800,-1777,9791,0
304,-905,4607,0
552,-825,4864,0
304,-889,-27873,0
796,-993,-13873,0
560,3272,4479,0
288,-369,-14001,0
800,-1745,10431,0
